site,description
http://www.spiegel.de/,
http://www.bild.de/ ,
http://www.welt.de/ ,
http://www.heise.de ,
http://chrismon.evangelisch.de/,
http://jungle-world.com/,
http://www.aerztezeitung.de/,
http://www.boersen-zeitung.de,
http://www.dw.de/,
http://www.faz.net/,
http://www.focus.de/,
http://www.freitag.de/,
http://www.fr-online.de,
http://www.golem.de/,
http://www.handelsblatt.com/,
http://www.heute.de,
http://www.juedische-allgemeine.de/,
http://www.jungewelt.de/,
http://netzpolitik.org/,
http://www.n-tv.de/,
http://www.stern.de/,
http://www.tagesschau.de/,
http://www.taz.de/,
http://www.wiwo.de/,
http://www.wsj.de/,
http://www.zeit.de/index,
http://www.nrhz.de/,
http://dradiowissen.de/,
http://www.3sat.de/,
http://www.ard.de/
http://www.arte.tv/de/,
http://www.blaetter.de/,
http://www.deutschlandradio.de/,
http://www.gulli.com/,
http://www.zdf.de/,
http://www.nachdenkseiten.de/,
